product_category_name,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_zip_code_prefix,seller_city,seller_state,product_category_name_english
beleza_saude,8c313d4a1bea83111be5bb00105397dd,a4a0c32813e4d6b4f6dd95dd11dc62f1,delivered,2017-12-01T13:05:08.0000000,2017-12-03T13:12:59.0000000,2017-12-06T22:58:50.0000000,2017-12-12T16:48:43.0000000,2017-12-29T00:00:00.0000000,da3d269cb723dde0477d80fb32601c20,14070,ribeirao preto,SP,1,credit_card,4,47.8499985,1,34aec6c5358dee4e71cbaefc14935c5e,4e922959ae960d389249c378d1c939f5,2017-12-12T13:12:59.0000000,36,11.85,60,733,1,150,20,10,20,12327,jacarei,SP,health_beauty
esporte_lazer,efc21a26212414ea2383d5392f15f231,b88110cc956e2c4f3ed611c4a64b297f,delivered,2018-04-11T10:45:45.0000000,2018-04-12T10:51:58.0000000,2018-04-12T21:46:27.0000000,2018-04-16T19:58:25.0000000,2018-04-27T00:00:00.0000000,2332ad18bcdd2763999ec846fe8020fa,8655,suzano,SP,1,credit_card,1,25.8700008,1,727a46f0b58a9ef165af9f7ebcfebfa9,9b013e03b2ab786505a1d3b5c0756754,2018-04-18T10:51:58.0000000,18,7.87,33,1440,3,200,19,19,19,11450,vicente de carvalho,SP,sports_leisure
perfumaria,35c369ca367805c6b6c59ce554768eef,10ce609a34904ea87a4254e96b05dcf8,delivered,2017-10-24T21:38:09.0000000,2017-10-24T21:49:24.0000000,2017-10-26T19:48:07.0000000,2017-10-28T11:50:06.0000000,2017-11-08T00:00:00.0000000,a661d43970d1e807044cd5a3b43bd7db,8320,sao paulo,SP,2,voucher,1,50,1,617186c3d97ea56c9c683a8a3974e8c1,cc419e0650a3c5ba77189a1882b7556a,2017-11-01T21:49:24.0000000,84.99,9.41,59,1071,1,550,21,12,20,9015,santo andre,SP,perfumery
brinquedos,b0a851b41e096cd9cc552e15698c3d4e,2fdd2638faff09e29137c963d929d801,delivered,2018-06-05T12:36:00.0000000,2018-06-05T14:31:26.0000000,2018-06-06T12:50:00.0000000,2018-06-12T20:08:31.0000000,2018-07-18T00:00:00.0000000,8980ffc6947c84b3bee412e396bdc1f8,6509,santana de parnaiba,SP,1,credit_card,4,65.2200012,1,fb7a100ec8c7b34f60cec22b1a9a10e0,d98eec89afa3380e14463da2aabaea72,2018-06-13T12:55:40.0000000,49.99,15.23,58,321,2,150,16,16,16,90010,porto alegre,RS,toys
papelaria,b82b1a7017f4c904921dd5c6c6da8804,5e25cb6b455409373f96b0f1d947fd38,delivered,2017-05-30T22:46:05.0000000,2017-05-30T22:55:17.0000000,2017-06-05T14:18:07.0000000,2017-06-14T15:10:09.0000000,2017-06-29T00:00:00.0000000,e02fbead9117aa245d80a40e05a249b4,33350,sao jose da lapa,MG,1,credit_card,1,232.649994,1,e68e475e0e1fa8744c2aef0f9864d679,b2ba3715d723d245138f291a6fe42594,2017-06-12T22:55:17.0000000,214.9,17.75,51,201,1,1000,18,48,33,3470,sao paulo,SP,stationery
papelaria,10fda92f9390e0b13e41ce5ce692a2cc,7cba926b44e53ecc10ea79df991da256,delivered,2017-10-10T09:00:43.0000000,2017-10-11T03:49:29.0000000,2017-10-23T17:10:26.0000000,2017-11-14T00:38:16.0000000,2017-11-09T00:00:00.0000000,3c935625a561031d835d79d8167cd2e3,41720,salvador,BA,1,boleto,1,40.6899986,1,9363662bd84410483083a4fe6f06242a,b2ba3715d723d245138f291a6fe42594,2017-10-25T04:49:29.0000000,24.9,15.79,31,56,1,500,16,16,16,3470,sao paulo,SP,stationery
utilidades_domesticas,a7c8f80297142bb722fe6d1bda6f5fe6,d3a8e1ea909151a954accab74ea6b663,delivered,2017-11-28T21:32:32.0000000,2017-11-28T21:51:24.0000000,2017-11-30T20:18:52.0000000,2017-12-01T17:48:43.0000000,2017-12-12T00:00:00.0000000,c8330933899939c96a4f2632b9f4c8ce,5133,sao paulo,SP,1,credit_card,2,179.320007,1,01bd9be7c04525d23a4a901b4abbf56c,7040e82f899a04d1b434b795a43b4617,2017-12-04T21:51:24.0000000,159.9,19.42,28,331,1,8150,40,11,40,1026,sao paulo,SP,housewares
construcao_ferramentas_iluminacao,560c623fdd94c3bbcdb7e9f7b130cdf5,3dcd52c8a89d3dbea71bf36c908d8410,delivered,2018-08-21T08:52:46.0000000,2018-08-21T09:10:52.0000000,2018-08-22T08:07:00.0000000,2018-08-23T20:54:37.0000000,2018-08-27T00:00:00.0000000,2deeacd4088ed129cde8cdeccdd46261,13348,indaiatuba,SP,1,credit_card,2,130.850006,1,26b2a480ced2900a62bb9431133e95aa,d6b1ce66b035a475f00c017792ff9769,2018-08-23T09:10:52.0000000,119,11.85,41,971,1,1050,16,19,16,13327,salto,SP,construction_tools_lights
beleza_saude,3789bf493d97b36ed2f5a866cc668abb,704a8cf1cb8d9dabf20a5e2cbeaae0ba,delivered,2018-08-05T16:57:29.0000000,2018-08-05T17:10:18.0000000,2018-08-06T14:58:00.0000000,2018-08-10T01:22:28.0000000,2018-08-14T00:00:00.0000000,8ce10399d5a3b5d565a348ba4cdfad9c,4851,sao paulo,SP,1,credit_card,1,59.5099983,1,437c05a395e9e47f9762e677a7068ce7,7f7b8245c336066a1f9933c359f11d77,2018-08-10T17:10:18.0000000,51.89,7.62,40,409,1,1110,19,11,18,13800,mogi mirim,SP,health_beauty
cama_mesa_banho,e19a16df2a341d8b50812fe1ae800366,d81f8aa1254e807ac4701bcf6f71fe6c,delivered,2017-07-03T23:03:25.0000000,2017-07-05T03:03:49.0000000,2017-07-07T19:12:56.0000000,2017-07-21T18:07:52.0000000,2017-07-25T00:00:00.0000000,a05e40352c8b77d9b06426ee54764a5b,36830,espera feliz,MG,1,boleto,1,105.279999,1,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,2017-07-11T03:03:49.0000000,89.9,15.38,54,245,1,1383,50,10,40,14940,ibitinga,SP,bed_bath_table
cama_mesa_banho,f7c82561ae5213f3564251a07c475d1e,d50f3acc865789f7e54e26595c5574d1,delivered,2017-07-21T21:42:21.0000000,2017-07-21T21:55:11.0000000,2017-07-24T20:17:18.0000000,2017-07-31T17:50:00.0000000,2017-08-10T00:00:00.0000000,e30e0e57e66477dad963535b38974023,13015,campinas,SP,2,voucher,1,50.3400002,1,166afe76948e93ed13181b01febfeb25,4a3ca9315b744ce9f8e9374361493884,2017-07-26T21:55:11.0000000,155.9,12.59,42,355,1,4200,53,20,34,14940,ibitinga,SP,bed_bath_table
esporte_lazer,92a40ff0f53b250065933f8b42431911,04c81659bc6756aec0dea8a3fe320d7b,delivered,2017-05-24T21:02:39.0000000,2017-05-24T21:10:19.0000000,2017-05-25T14:00:45.0000000,2017-06-09T09:27:33.0000000,2017-06-16T00:00:00.0000000,ec7ff0c5e0b5495ed3c49c6bfd6d9ca1,38184,araxa,MG,1,credit_card,4,191.880005,1,9f2d380101b20c5fb31454776800c445,440dd6ab244315c632130ecfb63827b1,2017-05-30T21:10:19.0000000,174.9,16.98,63,929,3,1300,80,8,15,15502,votuporanga,SP,sports_leisure
fashion_bolsas_e_acessorios,6e18b903d38ac38420a6d094ebaebb50,98a788a392a4d1018115c93781479b8c,delivered,2018-03-28T15:42:20.0000000,2018-03-30T03:26:58.0000000,2018-04-02T18:58:39.0000000,2018-04-09T20:51:01.0000000,2018-04-18T00:00:00.0000000,c92e853931dcb8023141ca1cc898eaa2,35430,ponte nova,MG,1,boleto,1,48.1300011,1,c8912823a1b11a32f009ba6474f8ac72,d57e18d5f73c7ccb7f7339b61166898d,2018-04-05T03:26:58.0000000,29.9,18.23,54,354,3,200,43,16,27,3613,sao paulo,SP,fashion_bags_accessories
cama_mesa_banho,179b8db66f5362945c237b68bc358a77,a1344b860cab384242be3c0ba0a5e4cd,delivered,2017-01-30T20:26:28.0000000,2017-01-30T21:35:52.0000000,2017-01-31T09:39:41.0000000,2017-02-13T17:19:34.0000000,2017-03-09T00:00:00.0000000,b4a76bacd02c4823afd23c34e8ea92e4,89022,blumenau,SC,1,credit_card,3,97.9899979,1,209fa5709fd95c3fac1edddca1d6c505,004c9cd9d87a3c30c522c48c4fc07416,2017-02-05T20:26:28.0000000,79.99,18,46,372,1,1450,34,12,40,14940,ibitinga,SP,bed_bath_table
telefonia,343348b1e29e9fa9e7b6ab1027f9177d,017395cf7b4c0be4fa72650f0a8184ed,delivered,2017-02-21T17:11:24.0000000,2017-02-21T17:25:12.0000000,2017-02-24T13:29:51.0000000,2017-03-09T10:36:00.0000000,2017-03-28T00:00:00.0000000,10e49a12540465d3141f898aeee0a6b4,75800,jatai,GO,1,credit_card,4,43.7700005,1,b57a4072f1286a401272930c85221f91,ef506c96320abeedfb894c34db06f478,2017-02-25T17:11:24.0000000,25.99,17.78,52,387,3,200,19,3,11,3569,sao paulo,SP,telephony
beleza_saude,2be8f3f9bfd6f4349d7c95dfaa619b21,eab78dd9dd163be36013d95fb82739a8,delivered,2018-07-22T22:04:24.0000000,2018-07-23T12:31:45.0000000,2018-07-24T12:35:00.0000000,2018-07-26T15:28:46.0000000,2018-08-03T00:00:00.0000000,a57919929c3b9dc956290623e67fa917,9666,sao bernardo do campo,SP,2,voucher,1,40.8699989,1,9ac1378f05cd222b3fb34a3cccc626c7,f46490624488d3ff7ce78613913a7711,2018-07-30T11:20:41.0000000,39.9,11.3,31,1406,1,1075,21,19,19,7194,guarulhos,SP,health_beauty
informatica_acessorios,f97ceada945c2f47998a4005f87f475d,1295c00ce6a0b5d21e8e2efe0540dd01,delivered,2018-02-03T12:11:03.0000000,2018-02-03T12:27:16.0000000,2018-02-05T22:14:25.0000000,2018-02-28T16:49:02.0000000,2018-03-06T00:00:00.0000000,0331ceffb5757c1ca368a6c4ed73ae3a,70673,brasilia,DF,1,credit_card,1,64.0999985,1,82c3ea364e5480f335f6743ee725a921,70a12e78e608ac31179aea7f8422044b,2018-02-09T12:27:16.0000000,49,15.1,58,419,2,275,16,5,20,12327,jacarei,SP,computers_accessories
cama_mesa_banho,b190ee7e167e9e3a721577353fdeea4c,3d6d74a1f99619787221c1cad08e8a6e,delivered,2018-04-09T20:09:29.0000000,2018-04-11T08:55:20.0000000,2018-04-12T15:09:00.0000000,2018-04-16T21:24:36.0000000,2018-05-02T00:00:00.0000000,a8c3f4b7ffdf6d71c32992fe7ce3626d,13318,jacare,SP,1,boleto,1,129.789993,1,525947dbe3304ac32bf51602f9557c12,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17T08:55:20.0000000,114.9,14.89,60,236,1,2600,34,7,32,13405,piracicaba,SP,bed_bath_table
bebes,fe6823abc970a4bad1c216e78e92dbe3,c2ade416c91ab14bf4d12834873b8d7c,delivered,2018-08-21T20:30:56.0000000,2018-08-21T20:44:11.0000000,2018-08-22T14:55:00.0000000,2018-08-23T18:34:48.0000000,2018-08-27T00:00:00.0000000,371e3bf1adb3cd4edd421e32c7a2af97,7790,cajamar,SP,1,debit_card,1,57.9900017,1,4eff4dd8918d15c9a308a9645d353807,4b9750c8ad28220fe6702d4ecb7c898f,2018-08-24T20:44:11.0000000,48.9,9.09,55,1627,1,600,20,13,13,13484,limeira,SP,baby
brinquedos,3a448a9bf5f166e9b374a1c9c30ee28c,9ee66854c0b8de8ad7b9b60da9f5fdf5,delivered,2018-07-12T21:14:28.0000000,2018-07-12T21:25:29.0000000,2018-07-13T16:02:00.0000000,2018-07-16T15:11:38.0000000,2018-07-20T00:00:00.0000000,346d91f707ed77bbedd42a739ac519a3,13087,campinas,SP,1,credit_card,2,69.0699997,1,a126c7c571620711d095a4e8690a7240,de23c3b98a88888289c6f5cc1209054a,2018-07-16T21:25:29.0000000,59.9,9.17,60,798,1,510,25,15,25,5530,sao paulo,SP,toys
perfumaria,a6da74b3d9ae7e102985630416034486,7a1df13f94accb7df88adc51682d29f4,delivered,2017-02-12T09:21:56.0000000,2017-02-12T09:31:43.0000000,2017-02-16T09:47:37.0000000,2017-03-01T08:35:34.0000000,2017-03-21T00:00:00.0000000,4a91199dce0d0f0665c157bd7ebc7198,88025,florianopolis,SC,1,credit_card,8,478.329987,1,23ed7a10a36c6f88a757a9c83df9ea20,a888faf2d1baececa6baf9c3d603ee1f,2017-02-21T08:21:56.0000000,459.9,18.43,31,329,1,471,18,12,15,87502,umuarama,PR,perfumery
cama_mesa_banho,def0457f3544c33499ba8f27f14c937c,b3b47c386e3a14a186562d573e983f72,delivered,2017-07-29T12:44:12.0000000,2017-08-02T08:34:48.0000000,2017-08-01T12:08:02.0000000,2017-08-02T18:49:38.0000000,2017-08-18T00:00:00.0000000,aa066d2f1b34dec7497b3287462f16aa,13207,jundiai,SP,1,boleto,1,67.9800034,1,96b0a882d11b17ce51238420ec63e3a1,259f7b5e6e482c230e5bfaa670b6bb8f,2017-08-07T04:30:31.0000000,54.9,13.08,56,641,4,2150,50,10,40,8550,poa,SP,bed_bath_table
beleza_saude,2fcb6263976614e8dda6b72f13366a6d,941b4ea1de6f56f25540741793bf1e07,delivered,2017-10-24T20:39:54.0000000,2017-10-25T02:26:17.0000000,2017-10-25T20:22:30.0000000,2017-10-30T19:34:52.0000000,2017-11-14T00:00:00.0000000,c78c21a421035397add0b6506d64cfdd,9780,sao bernardo do campo,SP,1,boleto,1,71.4199982,1,9bc7d25a36d620cf449cfdebe3de132f,01fdefa7697d26ad920e9e0346d4bd1b,2017-10-31T02:26:17.0000000,57.99,13.43,45,287,4,500,20,7,20,86050,londrina,PR,health_beauty
beleza_saude,afead4c57004d9ef3e766086c1a57f81,9510fbb891f1fa9abf8ee97dba8c7b54,delivered,2018-07-23T16:43:23.0000000,2018-07-24T08:31:38.0000000,2018-07-27T14:12:00.0000000,2018-08-03T21:21:55.0000000,2018-08-15T00:00:00.0000000,9cc2a45f7e65601c02c02a6b829e0c79,86360,bandeirantes,PR,1,credit_card,1,129.190002,1,4f0abfbee7569e43b80f9aaa256a9bf8,c70c1b0d8ca86052f45a432a38b73958,2018-07-27T17:31:29.0000000,110.32,18.87,60,919,1,150,22,3,15,13186,hortolandia,SP,health_beauty
fashion_calcados,274c7b7da7ae1faaf4a98f2e39902b7f,23bd00261a796afefd758f975351b815,delivered,2018-03-31T08:04:22.0000000,2018-03-31T08:15:14.0000000,2018-04-04T23:54:48.0000000,2018-04-20T22:32:51.0000000,2018-05-04T00:00:00.0000000,9c4adbc4c71dfe7cdcd6117f1c461473,23033,rio de janeiro,RJ,1,credit_card,1,223.679993,1,002159fe700ed3521f46cfcf6e941c76,048c2757535328e0d7dac690ad3c0aae,2018-04-05T08:15:14.0000000,199.7,23.98,55,344,3,1850,36,37,16,14406,franca,SP,fashion_shoes
ferramentas_jardim,9f93d6d806ea3735add613d07df54266,02e86093158ca5dc555cd7674b753274,delivered,2018-04-18T17:05:48.0000000,2018-04-19T08:15:22.0000000,2018-04-20T01:47:41.0000000,2018-05-05T00:34:44.0000000,2018-05-23T00:00:00.0000000,0d4dc2bd48673ef0f233462e6b2bc276,36280,carandai,MG,1,credit_card,10,521.130005,1,a9db0b3ccda9daac5d0fca952d5ab30a,73a63f72308aa20a46f4b1632018f196,2018-04-25T08:15:22.0000000,495.95,25.18,60,1328,1,15300,35,10,35,82510,curitiba,PR,garden_tools
automotivo,19ed81a2cfda88a47b2d66b801fc22e8,228c59498b2c59fbb8da02a05fa8d24a,delivered,2017-11-24T23:36:43.0000000,2017-11-28T03:46:31.0000000,2017-11-29T19:32:31.0000000,2017-12-11T15:10:31.0000000,2017-12-28T00:00:00.0000000,27259fad9054fce994a70f1d117bc402,56470,jatoba,PE,1,boleto,1,155.259995,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,2017-12-04T03:32:31.0000000,117.3,37.96,53,555,1,4105,67,10,67,7112,guarulhos,SP,auto
moveis_decoracao,ecc81531d82fb15b1c8fe8bb6ddfb02b,2d9e2413671ad73707ac2f425871eb3f,delivered,2018-03-21T10:15:05.0000000,2018-03-21T10:28:32.0000000,2018-03-22T19:52:50.0000000,2018-04-04T15:47:45.0000000,2018-04-17T00:00:00.0000000,a1758d26695dced0b4bbb2ef5a35a621,16020,aracatuba,SP,1,credit_card,8,84.3199997,1,b3145c36d221143053908beb4564bad9,79ebd9a61bac3eaf882805ed4ecfa12a,2018-03-27T10:28:32.0000000,64.9,19.42,60,1646,6,450,35,2,25,85802,cascavel,PR,furniture_decor
relogios_presentes,3982b25019d6a59e9e887607e489e3d5,f7b9908a78475b247396f5ba42dd409e,delivered,2018-01-26T09:32:41.0000000,2018-01-30T05:31:40.0000000,2018-01-31T23:59:34.0000000,2018-02-07T21:33:53.0000000,2018-02-19T00:00:00.0000000,f9b7401066366368daaa16538879c72f,7130,guarulhos,SP,1,boleto,1,415.540009,1,332842d24e84234cd91299a225de76ab,634964b17796e64304cadf1ad3050fb7,2018-02-05T04:36:12.0000000,399,16.54,58,1209,1,1750,50,6,19,21840,rio de janeiro,RJ,watches_gifts
cool_stuff,0e717e310af82d130a1d253cd5fe8c7c,bd66d303f3c88fec12d78e527e6935b6,delivered,2018-03-11T14:54:00.0000000,2018-03-11T15:08:02.0000000,2018-03-12T23:08:35.0000000,2018-03-16T17:38:48.0000000,2018-03-22T00:00:00.0000000,81842ed372f4a8873582eac1ed85f51b,4112,sao paulo,SP,1,credit_card,1,47.4300003,1,54d9ac713e253fa1fae9c8003b011c2a,955fee9216a65b617aa5c0531780ce60,2018-03-15T15:08:02.0000000,35,12.43,57,787,8,1867,36,6,36,4782,sao paulo,SP,cool_stuff
informatica_acessorios,76ce04fb3a0994fef44ec461d940f026,9293900075a031646a28dd6dae3c8081,delivered,2018-05-13T00:09:15.0000000,2018-05-13T00:35:05.0000000,2018-05-15T14:53:00.0000000,2018-05-21T13:48:18.0000000,2018-06-19T00:00:00.0000000,2e82afc308c001606c64ab1f206b61e6,13321,salto,SP,1,credit_card,1,148.960007,1,4298b7e67dc399c200662b569563a2b2,88460e8ebdecbfecb5f9601833981930,2018-05-25T00:30:45.0000000,134.9,14.06,58,420,1,200,21,14,15,87030,maringa,PR,computers_accessories
moveis_decoracao,383aa8b2724fe452d9ccd9934a8c628b,b1cb2f9d7a19480f3749e248db14d58f,delivered,2017-07-02T20:58:43.0000000,2017-07-02T21:10:20.0000000,2017-07-07T17:22:41.0000000,2017-07-06T14:27:51.0000000,2017-07-21T00:00:00.0000000,6ffbd33f8e881a046e7bdd228ce90c8a,33600,pedro leopoldo,MG,1,credit_card,7,111.239998,2,eff955ba97941dc6837a770367d66944,1554a68530182680ad5c8b042c3ab563,2017-07-06T21:10:20.0000000,43.9,24.95,41,717,4,1100,32,11,27,37580,monte siao,MG,furniture_decor
